,CUS_ID,Ypred
0,993,1.0
1,1218,1.0
2,1699,1.0
3,1791,1.0
4,1805,1.0
5,1895,1.0
6,2070,1.0
7,2238,1.0
8,2672,1.0
9,3174,1.0
10,3234,1.0
11,3379,1.0
12,3735,1.0
13,4089,1.0
14,4325,1.0
15,4602,1.0
16,4836,1.0
17,5127,1.0
18,5378,1.0
19,5545,1.0
20,6037,1.0
21,6337,1.0
22,6470,1.0
23,6508,1.0
24,6911,1.0
25,6935,1.0
26,7164,1.0
27,7310,1.0
28,7686,1.0
29,7879,1.0
30,8091,1.0
31,8284,1.0
32,8996,1.0
33,9015,1.0
34,9600,1.0
35,9726,1.0
36,9892,1.0
37,10054,1.0
38,10071,1.0
39,10255,1.0
40,10283,1.0
41,10449,1.0
42,10563,1.0
43,10707,1.0
44,10752,1.0
45,10858,1.0
46,10934,1.0
47,10963,1.0
48,11303,1.0
49,11609,1.0
50,11829,1.0
51,12062,1.0
52,12076,1.0
53,12123,1.0
54,12374,1.0
55,13226,1.0
56,13310,1.0
57,13673,1.0
58,13898,1.0
59,13957,1.0
60,14137,1.0
61,14252,1.0
62,14522,1.0
63,14702,1.0
64,15199,1.0
65,15518,1.0
66,15532,1.0
67,15973,1.0
68,16050,1.0
69,16582,1.0
70,16696,1.0
71,16828,1.0
72,16944,1.0
73,17427,1.0
74,17763,1.0
75,17775,1.0
76,17853,1.0
77,18473,1.0
78,18689,1.0
79,19125,1.0
80,19424,1.0
81,20007,1.0
82,20051,1.0
83,20089,1.0
84,20527,1.0
85,20766,1.0
86,20812,1.0
87,21024,1.0
88,21692,1.0
89,21904,1.0
90,22058,1.0
91,22319,1.0
92,22409,1.0
93,22826,1.0
94,22931,1.0
95,23213,1.0
96,23422,1.0
97,23771,1.0
98,23797,1.0
99,24258,1.0
100,24471,1.0
101,24587,1.0
102,24929,1.0
103,24951,1.0
104,25269,1.0
105,25377,1.0
106,25515,1.0
107,25585,1.0
108,26154,1.0
109,26299,1.0
110,26300,1.0
111,26628,1.0
112,26665,1.0
113,26810,1.0
114,26930,1.0
115,27050,1.0
116,27174,1.0
117,27190,1.0
118,27247,1.0
119,27266,1.0
120,27335,1.0
121,28149,1.0
122,28547,1.0
123,28656,1.0
124,29300,1.0
125,29631,1.0
126,29738,1.0
127,29918,1.0
128,30029,1.0
129,30208,1.0
130,30327,1.0
131,30335,1.0
132,30475,1.0
133,30929,1.0
134,31006,1.0
135,31448,1.0
136,31508,1.0
137,31851,1.0
138,32331,1.0
139,32596,1.0
140,32783,1.0
141,33007,1.0
142,33012,1.0
143,33598,1.0
144,34317,1.0
145,34487,1.0
146,34664,1.0
147,35476,1.0
148,36383,1.0
149,36765,1.0
150,36944,1.0
151,37132,1.0
152,37314,1.0
153,37664,1.0
154,38156,1.0
155,38165,1.0
156,38587,1.0
157,38687,1.0
158,38712,1.0
159,38746,1.0
160,38978,1.0
161,39255,1.0
162,39860,1.0
163,40063,1.0
164,40117,1.0
165,40218,1.0
166,40629,1.0
167,40750,1.0
168,40752,1.0
169,41707,1.0
170,42117,1.0
171,42261,1.0
172,42413,1.0
173,42910,1.0
174,42958,1.0
175,43049,1.0
176,43076,1.0
177,43097,1.0
178,43311,1.0
179,43415,1.0
180,44189,1.0
181,44476,1.0
182,45681,1.0
183,46043,1.0
184,46215,1.0
185,46475,1.0
186,47147,1.0
187,47787,1.0
188,48149,1.0
189,48154,1.0
190,48415,1.0
191,48507,1.0
192,49518,1.0
193,49827,1.0
194,50192,1.0
195,50466,1.0
196,50619,1.0
197,50693,1.0
198,50721,1.0
199,51218,1.0
200,51219,1.0
201,51737,1.0
202,51781,1.0
203,52189,1.0
204,52433,1.0
205,52723,1.0
206,53112,1.0
207,53160,1.0
208,53245,1.0
209,53257,1.0
210,53375,1.0
211,53515,1.0
212,53978,1.0
213,54523,1.0
214,54696,1.0
215,54737,1.0
216,54936,1.0
217,55181,1.0
218,55205,1.0
219,55257,1.0
220,55564,1.0
221,55914,1.0
222,56109,1.0
223,56558,1.0
224,56819,1.0
225,56932,1.0
226,57381,1.0
227,57729,1.0
228,58025,1.0
229,58347,1.0
230,58495,1.0
231,58503,1.0
232,59044,1.0
233,59627,1.0
234,59631,1.0
235,59872,1.0
236,60273,1.0
237,60549,1.0
238,60619,1.0
239,60748,1.0
240,61482,1.0
241,61681,1.0
242,62073,1.0
243,62968,1.0
244,63924,1.0
245,64373,1.0
246,64486,1.0
247,64564,1.0
248,64754,1.0
249,65263,1.0
250,65389,1.0
251,65424,1.0
252,65546,1.0
253,66638,1.0
254,66646,1.0
255,66817,1.0
256,66874,1.0
257,66913,1.0
258,67135,1.0
259,67205,1.0
260,67429,1.0
261,67948,1.0
262,67965,1.0
263,68081,1.0
264,68269,1.0
265,68941,1.0
266,69161,1.0
267,69413,1.0
268,69898,1.0
269,71128,1.0
270,71434,1.0
271,72014,1.0
272,72188,1.0
273,72226,1.0
274,72274,1.0
275,72838,1.0
276,73128,1.0
277,73884,1.0
278,74797,1.0
279,74990,1.0
280,75106,1.0
281,75314,1.0
282,75745,1.0
283,76099,1.0
284,76506,1.0
285,76894,1.0
286,77234,1.0
287,78473,1.0
288,78583,1.0
289,78587,1.0
290,80365,1.0
291,80409,1.0
292,80902,1.0
293,81227,1.0
294,81585,1.0
295,82188,1.0
296,82309,1.0
297,82667,1.0
298,82675,1.0
299,82941,1.0
300,83525,1.0
301,84132,1.0
302,84206,1.0
303,84275,1.0
304,84276,1.0
305,84295,1.0
306,84540,1.0
307,84655,1.0
308,84662,1.0
309,84948,1.0
310,85255,1.0
311,85354,1.0
312,85509,1.0
313,85582,1.0
314,85685,1.0
315,85726,1.0
316,85987,1.0
317,86387,1.0
318,86678,1.0
319,86872,1.0
320,87106,1.0
321,87437,1.0
322,87656,1.0
323,88102,1.0
324,88296,1.0
325,88519,1.0
326,88535,1.0
327,88622,1.0
328,88752,1.0
329,89444,1.0
330,89486,1.0
331,90581,1.0
332,90623,1.0
333,90725,1.0
334,90815,1.0
335,91488,1.0
336,91532,1.0
337,91605,1.0
338,91687,1.0
339,91762,1.0
340,92150,1.0
341,92383,1.0
342,92458,1.0
343,92501,1.0
344,92804,1.0
345,92829,1.0
346,92911,1.0
347,93059,1.0
348,93062,1.0
349,93203,1.0
350,93291,1.0
351,93492,1.0
352,93683,1.0
353,93960,1.0
354,94230,1.0
355,94443,1.0
356,94697,1.0
357,94818,1.0
358,94852,1.0
359,95427,1.0
360,95689,1.0
361,95904,1.0
362,97194,1.0
363,98220,1.0
364,98332,1.0
365,98584,1.0
366,99064,1.0
367,99122,1.0
368,99417,1.0
369,99456,1.0
370,99609,1.0
371,99797,1.0
372,99893,1.0
373,100388,1.0
374,100429,1.0
375,101174,1.0
376,101376,1.0
377,101455,1.0
378,101630,1.0
379,102094,1.0
380,102210,1.0
381,102327,1.0
382,102538,1.0
383,102548,1.0
384,102584,1.0
385,102722,1.0
386,102805,1.0
387,102845,1.0
388,102921,1.0
389,103872,1.0
390,104006,1.0
391,104161,1.0
392,104573,1.0
393,104675,1.0
394,104954,1.0
395,105038,1.0
396,105128,1.0
397,105214,1.0
398,105372,1.0
399,105469,1.0
400,105478,1.0
401,105617,1.0
402,105999,1.0
403,106089,1.0
404,106122,1.0
405,106335,1.0
406,106870,1.0
407,106994,1.0
408,107179,1.0
409,107215,1.0
410,107612,1.0
411,107821,1.0
412,107841,1.0
413,108283,1.0
414,108776,1.0
415,108822,1.0
416,109061,1.0
417,109470,1.0
418,109508,1.0
419,109639,1.0
420,109908,1.0
421,110047,1.0
422,110159,1.0
423,110289,1.0
424,111060,1.0
425,111096,1.0
426,111749,1.0
427,111938,1.0
428,112399,1.0
429,112805,1.0
430,112856,1.0
431,113020,1.0
432,113457,1.0
433,113587,1.0
434,113682,1.0
435,113848,1.0
436,113871,1.0
437,114173,1.0
438,115196,1.0
439,115218,1.0
440,115254,1.0
441,115450,1.0
442,115516,1.0
443,115577,1.0
444,115598,1.0
445,115601,1.0
446,115728,1.0
447,116713,1.0
448,116885,1.0
449,116902,1.0
450,117051,1.0
451,117057,1.0
452,117153,1.0
453,117586,1.0
454,117661,1.0
455,118262,1.0
456,118282,1.0
457,118387,1.0
458,118516,1.0
459,118565,1.0
460,118894,1.0
461,119941,1.0
462,120027,1.0
463,120521,1.0
464,121177,1.0
465,121373,1.0
466,121968,1.0
467,122082,1.0
468,123165,1.0
469,123597,1.0
470,123611,1.0
471,123816,1.0
472,123984,1.0
473,124055,1.0
474,124120,1.0
475,124125,1.0
476,124312,1.0
477,124320,1.0
478,124856,1.0
479,124939,1.0
480,125062,1.0
481,125103,1.0
482,125545,1.0
483,125551,1.0
484,125779,1.0
485,125783,1.0
486,125877,1.0
487,125984,1.0
488,126140,1.0
489,126388,1.0
490,126428,1.0
491,126706,1.0
492,126795,1.0
493,126814,1.0
494,126880,1.0
495,127461,1.0
496,127861,1.0
497,128376,1.0
498,128570,1.0
499,128809,1.0
500,128877,1.0
501,129597,1.0
502,130066,1.0
503,130339,1.0
504,130343,1.0
505,130348,1.0
506,130493,1.0
507,131341,1.0
508,131388,1.0
509,131947,1.0
510,132390,1.0
511,132645,1.0
512,132655,1.0
513,132715,1.0
514,132847,1.0
515,132890,1.0
516,132919,1.0
517,134352,1.0
518,134400,1.0
519,134449,1.0
520,134770,1.0
521,135079,1.0
522,135098,1.0
523,135247,1.0
524,135395,1.0
525,136071,1.0
526,136350,1.0
527,136600,1.0
528,137217,1.0
529,137273,1.0
530,137515,1.0
531,137730,1.0
532,137853,1.0
533,137915,1.0
534,138128,1.0
535,138469,1.0
536,138660,1.0
537,139498,1.0
538,139573,1.0
539,139649,1.0
540,139812,1.0
541,139854,1.0
542,140617,1.0
543,140694,1.0
544,140738,1.0
545,141271,1.0
546,141506,1.0
547,141542,1.0
548,141736,1.0
549,142258,1.0
550,142912,1.0
551,142933,1.0
552,143128,1.0
553,143501,1.0
554,143833,1.0
555,143906,1.0
556,144015,1.0
557,144278,1.0
558,144287,1.0
559,144677,1.0
560,144692,1.0
561,144732,1.0
562,144777,1.0
563,144842,1.0
564,144863,1.0
565,145016,1.0
566,145075,1.0
567,145289,1.0
568,145291,1.0
569,145338,1.0
570,145576,1.0
571,145703,1.0
572,146017,1.0
573,146136,1.0
574,146171,1.0
575,146187,1.0
576,146335,1.0
577,146442,1.0
578,146608,1.0
579,146900,1.0
580,147238,1.0
581,147284,1.0
582,147286,1.0
583,147450,1.0
584,147743,1.0
585,147927,1.0
586,148305,1.0
587,148370,1.0
588,148527,1.0
589,148590,1.0
590,148591,1.0
591,148759,1.0
592,149119,1.0
593,149138,1.0
594,149281,1.0
595,149796,1.0
596,149900,1.0
597,150203,1.0
598,150204,1.0
599,150599,1.0
600,151001,1.0
601,151233,1.0
602,151301,1.0
603,151344,1.0
604,151723,1.0
605,151794,1.0
606,151810,1.0
607,151861,1.0
608,152197,1.0
609,152232,1.0
610,152481,1.0
611,152533,1.0
612,152541,1.0
613,152593,1.0
614,152960,1.0
615,153170,1.0
616,153608,1.0
617,153912,1.0
618,153937,1.0
619,154369,1.0
620,154773,1.0
621,154920,1.0
622,155243,1.0
623,155401,1.0
624,155492,1.0
625,155615,1.0
626,155647,1.0
627,155672,1.0
628,155739,1.0
629,155922,1.0
630,156199,1.0
631,156338,1.0
632,156422,1.0
633,156565,1.0
634,156579,1.0
635,157051,1.0
636,157359,1.0
637,157406,1.0
638,157431,1.0
639,157554,1.0
640,157635,1.0
641,157687,1.0
642,158012,1.0
643,158013,1.0
644,158108,1.0
645,158460,1.0
646,158716,1.0
647,158747,1.0
648,158772,1.0
649,159073,1.0
650,159159,1.0
651,159447,1.0
652,159789,1.0
653,160471,1.0
654,160861,1.0
655,161218,1.0
656,161313,1.0
657,161639,1.0
658,161909,1.0
659,161916,1.0
660,162105,1.0
661,162467,1.0
662,162545,1.0
663,162584,1.0
664,162709,1.0
665,162721,1.0
666,163224,1.0
667,163613,1.0
668,163667,1.0
669,163704,1.0
670,164165,1.0
671,164303,1.0
672,164458,1.0
673,164480,1.0
674,164490,1.0
675,164942,1.0
676,164996,1.0
677,165103,1.0
678,165614,1.0
679,165804,1.0
680,165944,1.0
681,166128,1.0
682,166286,1.0
683,166319,1.0
684,166346,1.0
685,166500,1.0
686,166739,1.0
687,166906,1.0
688,166912,1.0
689,166999,1.0
690,167838,1.0
691,167848,1.0
692,168076,1.0
693,168258,1.0
694,168691,1.0
695,168928,1.0
696,169010,1.0
697,169040,1.0
698,169096,1.0
699,169387,1.0
700,169540,1.0
701,169679,1.0
702,169925,1.0
703,170058,1.0
704,170461,1.0
705,170607,1.0
706,170781,1.0
707,170817,1.0
708,170932,1.0
709,171313,1.0
710,171704,1.0
711,171714,1.0
712,171768,1.0
713,171837,1.0
714,172418,1.0
715,172510,1.0
716,172876,1.0
717,173013,1.0
718,173946,1.0
719,174028,1.0
720,174255,1.0
721,174286,1.0
722,174291,1.0
723,174376,1.0
724,174492,1.0
725,174515,1.0
726,174516,1.0
727,174624,1.0
728,174820,1.0
729,174859,1.0
730,174950,1.0
731,174973,1.0
732,175117,1.0
733,175448,1.0
734,175621,1.0
735,175831,1.0
736,175892,1.0
737,175967,1.0
738,176387,1.0
739,176447,1.0
740,176838,1.0
741,176925,1.0
742,177075,1.0
743,177208,1.0
744,177433,1.0
745,177848,1.0
746,177952,1.0
747,178381,1.0
748,178470,1.0
749,178614,1.0
750,179289,1.0
751,179447,1.0
752,179466,1.0
753,179498,1.0
754,179538,1.0
755,179557,1.0
756,179596,1.0
757,179643,1.0
758,179871,1.0
759,180141,1.0
760,180188,1.0
761,180664,1.0
762,180922,1.0
763,181071,1.0
764,182056,1.0
765,182086,1.0
766,182427,1.0
767,182483,1.0
768,182570,1.0
769,182784,1.0
770,183365,1.0
771,183511,1.0
772,183744,1.0
773,183792,1.0
774,183819,1.0
775,183845,1.0
776,184233,1.0
777,184588,1.0
778,184979,1.0
779,185031,1.0
780,185034,1.0
781,185267,1.0
782,185667,1.0
783,185695,1.0
784,185696,1.0
785,186545,1.0
786,186551,1.0
787,186758,1.0
788,186932,1.0
789,187014,1.0
790,187124,1.0
791,187482,1.0
792,188241,1.0
793,188659,1.0
794,188835,1.0
795,188933,1.0
796,189023,1.0
797,189370,1.0
798,189787,1.0
799,189892,1.0
800,190406,1.0
801,190564,1.0
802,190722,1.0
803,190885,1.0
804,192086,1.0
805,192532,1.0
806,192650,1.0
