,CUS_ID,Ypred
0,3,0.8
1,5,0.6
2,20,0.3
3,48,0.7
4,49,0.6
5,55,0.7
6,62,0.7
7,68,0.6
8,72,0.7
9,73,0.6
10,84,0.7
11,135,0.8
12,149,0.7
13,154,0.6
14,155,0.3
15,156,0.3
16,176,0.3
17,206,0.3
18,217,0.7
19,255,0.7
20,256,0.6
21,280,0.5
22,308,0.7
23,323,0.7
24,330,0.6
25,370,0.6
26,374,0.7
27,427,0.6
28,430,0.4
29,432,0.3
30,439,0.6
31,446,0.7
32,472,0.6
33,476,0.3
34,528,0.6
35,563,0.3
36,593,0.3
37,619,0.3
38,647,0.2
39,703,0.5
40,716,0.4
41,737,0.4
42,815,0.2
43,833,0.4
44,875,0.3
45,876,0.5
46,905,0.4
47,965,0.3
48,982,0.7
49,993,0.6
50,996,0.3
51,1007,0.4
52,1038,0.2
53,1049,0.6
54,1061,0.5
55,1070,0.7
56,1079,0.4
57,1094,0.7
58,1126,0.5
59,1127,0.3
60,1192,0.4
61,1193,0.2
62,1218,0.2
63,1251,0.3
64,1265,0.4
65,1280,0.7
66,1283,0.8
67,1304,0.4
68,1307,0.2
69,1312,0.4
70,1322,0.4
71,1344,0.7
72,1370,0.7
73,1410,0.3
74,1414,0.6
75,1415,0.5
76,1420,0.4
77,1441,0.6
78,1447,0.7
79,1467,0.3
80,1498,0.7
81,1525,0.5
82,1545,0.7
83,1546,0.2
84,1548,0.4
85,1573,0.3
86,1582,0.3
87,1593,0.7
88,1606,0.8
89,1611,0.6
90,1637,0.4
91,1699,0.6
92,1710,0.2
93,1712,0.5
94,1727,0.4
95,1772,0.4
96,1774,0.5
97,1790,0.4
98,1791,0.6
99,1805,0.3
100,1818,0.6
101,1820,0.8
102,1841,0.3
103,1850,0.8
104,1895,0.4
105,1901,0.4
106,1967,0.2
107,1981,0.7
108,2000,0.7
109,2019,0.5
110,2023,0.6
111,2038,0.7
112,2063,0.1
113,2070,0.2
114,2130,0.6
