,CUS_ID,Ypred
0,430,1.0
1,815,1.0
2,993,1.0
3,1127,1.0
4,1218,1.0
5,1304,1.0
6,1420,1.0
7,1546,1.0
8,1582,1.0
9,1637,1.0
10,1791,1.0
11,1805,1.0
12,1895,1.0
13,2070,1.0
14,2147,1.0
15,2238,1.0
16,2328,1.0
17,2487,1.0
18,2672,1.0
19,2731,1.0
20,2820,1.0
21,2917,1.0
22,2930,1.0
23,3016,1.0
24,3147,1.0
25,3234,1.0
26,3293,1.0
27,3295,1.0
28,3377,1.0
29,3379,1.0
30,3426,1.0
31,3510,1.0
32,3511,1.0
33,3650,1.0
34,3735,1.0
35,3761,1.0
36,3875,1.0
37,3927,1.0
38,3929,1.0
39,3982,1.0
40,4089,1.0
41,4133,1.0
42,4186,1.0
43,4256,1.0
44,4329,1.0
45,4476,1.0
46,4602,1.0
47,4708,1.0
48,4836,1.0
49,4874,1.0
50,4916,1.0
51,5020,1.0
52,5093,1.0
53,5099,1.0
54,5108,1.0
55,5127,1.0
56,5181,1.0
57,5378,1.0
58,5545,1.0
59,5555,1.0
60,5717,1.0
61,5880,1.0
62,6072,1.0
63,6114,1.0
64,6122,1.0
65,6141,1.0
66,6337,1.0
67,6382,1.0
68,6388,1.0
69,6413,1.0
70,6470,1.0
71,6508,1.0
72,6513,1.0
73,6565,1.0
74,6587,1.0
75,6732,1.0
76,6911,1.0
77,6935,1.0
78,6938,1.0
79,7152,1.0
80,7164,1.0
81,7310,1.0
82,7337,1.0
83,7465,1.0
84,7615,1.0
85,7686,1.0
86,7688,1.0
87,7713,1.0
88,7832,1.0
89,7833,1.0
90,7939,1.0
91,7993,1.0
92,8083,1.0
93,8091,1.0
94,8284,1.0
95,8291,1.0
96,8364,1.0
97,8577,1.0
98,8655,1.0
99,8772,1.0
100,8779,1.0
101,8832,1.0
102,8887,1.0
103,8927,1.0
104,8965,1.0
105,8987,1.0
106,8996,1.0
107,9015,1.0
108,9111,1.0
109,9119,1.0
110,9203,1.0
111,9600,1.0
112,9608,1.0
113,9677,1.0
114,9726,1.0
115,9849,1.0
116,9892,1.0
117,9943,1.0
118,9950,1.0
119,10011,1.0
120,10054,1.0
121,10213,1.0
122,10247,1.0
123,10255,1.0
124,10275,1.0
125,10459,1.0
126,10479,1.0
127,10563,1.0
128,10572,1.0
129,10708,1.0
130,10857,1.0
131,10858,1.0
132,10963,1.0
133,11017,1.0
134,11066,1.0
135,11303,1.0
136,11311,1.0
137,11370,1.0
138,11593,1.0
139,11607,1.0
140,11700,1.0
141,11800,1.0
142,11835,1.0
143,11996,1.0
144,12062,1.0
145,12076,1.0
146,12123,1.0
147,12199,1.0
148,12368,1.0
149,12374,1.0
150,12487,1.0
151,12488,1.0
152,12669,1.0
153,12680,1.0
154,12856,1.0
155,12947,1.0
156,13011,1.0
157,13043,1.0
158,13076,1.0
159,13116,1.0
160,13137,1.0
161,13226,1.0
162,13250,1.0
163,13264,1.0
164,13310,1.0
165,13512,1.0
166,13673,1.0
167,13738,1.0
168,13892,1.0
169,13898,1.0
170,13942,1.0
171,13957,1.0
172,14002,1.0
173,14137,1.0
174,14171,1.0
175,14463,1.0
176,14522,1.0
177,14537,1.0
178,14598,1.0
179,14702,1.0
180,14797,1.0
181,14808,1.0
182,14960,1.0
183,15199,1.0
184,15235,1.0
185,15327,1.0
186,15409,1.0
187,15446,1.0
188,15486,1.0
189,15518,1.0
190,15532,1.0
191,16050,1.0
192,16068,1.0
193,16149,1.0
194,16157,1.0
195,16236,1.0
196,16265,1.0
197,16582,1.0
198,16592,1.0
199,16696,1.0
200,16828,1.0
201,16926,1.0
202,16944,1.0
203,16952,1.0
204,16965,1.0
205,17264,1.0
206,17364,1.0
207,17427,1.0
208,17615,1.0
209,17701,1.0
210,17763,1.0
211,17775,1.0
212,17913,1.0
213,17930,1.0
214,17940,1.0
215,17950,1.0
216,18211,1.0
217,18240,1.0
218,18311,1.0
219,18352,1.0
220,18394,1.0
221,18453,1.0
222,18688,1.0
223,18689,1.0
224,18716,1.0
225,18727,1.0
226,18732,1.0
227,18810,1.0
228,18993,1.0
229,19058,1.0
230,19125,1.0
231,19165,1.0
232,19195,1.0
233,19214,1.0
234,19294,1.0
235,19424,1.0
236,19554,1.0
237,19561,1.0
238,19652,1.0
239,19662,1.0
240,19690,1.0
241,19816,1.0
242,19866,1.0
243,19951,1.0
244,20007,1.0
245,20030,1.0
246,20051,1.0
247,20089,1.0
248,20110,1.0
249,20171,1.0
250,20425,1.0
251,20438,1.0
252,20527,1.0
253,20759,1.0
254,20766,1.0
255,20812,1.0
256,21003,1.0
257,21024,1.0
258,21067,1.0
259,21121,1.0
260,21260,1.0
261,21320,1.0
262,21336,1.0
263,21355,1.0
264,21372,1.0
265,21611,1.0
266,21628,1.0
267,21647,1.0
268,21657,1.0
269,21692,1.0
270,21904,1.0
271,22026,1.0
272,22270,1.0
273,22319,1.0
274,22321,1.0
275,22390,1.0
276,22405,1.0
277,22409,1.0
278,22519,1.0
279,22526,1.0
280,22539,1.0
281,22566,1.0
282,22621,1.0
283,22683,1.0
284,22782,1.0
285,22931,1.0
286,22962,1.0
287,23059,1.0
288,23070,1.0
289,23137,1.0
290,23213,1.0
291,23236,1.0
292,23373,1.0
293,23400,1.0
294,23498,1.0
295,23553,1.0
296,23708,1.0
297,23771,1.0
298,23797,1.0
299,23901,1.0
300,23927,1.0
301,23964,1.0
302,24246,1.0
303,24258,1.0
304,24439,1.0
305,24471,1.0
306,24528,1.0
307,24587,1.0
308,24673,1.0
309,24770,1.0
310,24812,1.0
311,24869,1.0
312,24879,1.0
313,24929,1.0
314,24951,1.0
315,25018,1.0
316,25117,1.0
317,25231,1.0
318,25337,1.0
319,25377,1.0
320,25383,1.0
321,25475,1.0
322,25515,1.0
323,25530,1.0
324,25585,1.0
325,25863,1.0
326,25986,1.0
327,26149,1.0
328,26230,1.0
329,26299,1.0
330,26300,1.0
331,26351,1.0
332,26355,1.0
333,26417,1.0
334,26435,1.0
335,26571,1.0
336,26601,1.0
337,26652,1.0
338,26665,1.0
339,26790,1.0
340,26837,1.0
341,26886,1.0
342,26930,1.0
343,26946,1.0
344,26993,1.0
345,27050,1.0
346,27174,1.0
347,27186,1.0
348,27190,1.0
349,27247,1.0
350,27249,1.0
351,27266,1.0
352,27335,1.0
353,27543,1.0
354,27748,1.0
355,27863,1.0
356,27872,1.0
357,27905,1.0
358,27908,1.0
359,28112,1.0
360,28149,1.0
361,28191,1.0
362,28249,1.0
363,28292,1.0
364,28492,1.0
365,28504,1.0
366,28538,1.0
367,28547,1.0
368,28656,1.0
369,28703,1.0
370,28730,1.0
371,28761,1.0
372,28809,1.0
373,28907,1.0
374,28935,1.0
375,29010,1.0
376,29076,1.0
377,29378,1.0
378,29411,1.0
379,29525,1.0
380,29628,1.0
381,29631,1.0
382,29689,1.0
383,29743,1.0
384,29747,1.0
385,29748,1.0
386,29800,1.0
387,29868,1.0
388,30028,1.0
389,30145,1.0
390,30188,1.0
391,30208,1.0
392,30226,1.0
393,30241,1.0
394,30277,1.0
395,30304,1.0
396,30323,1.0
397,30327,1.0
398,30361,1.0
399,30475,1.0
400,30493,1.0
401,30535,1.0
402,30606,1.0
403,30675,1.0
404,30864,1.0
405,30929,1.0
406,31006,1.0
407,31067,1.0
408,31111,1.0
409,31112,1.0
410,31151,1.0
411,31278,1.0
412,31311,1.0
413,31314,1.0
414,31326,1.0
415,31336,1.0
416,31502,1.0
417,31536,1.0
418,31584,1.0
419,31851,1.0
420,31885,1.0
421,32135,1.0
422,32243,1.0
423,32268,1.0
424,32331,1.0
425,32340,1.0
426,32351,1.0
427,32596,1.0
428,32597,1.0
429,32674,1.0
430,32768,1.0
431,32783,1.0
432,32787,1.0
433,32923,1.0
434,32968,1.0
435,33007,1.0
436,33012,1.0
437,33029,1.0
438,33049,1.0
439,33205,1.0
440,33240,1.0
441,33268,1.0
442,33406,1.0
443,33501,1.0
444,33626,1.0
445,33654,1.0
446,33732,1.0
447,33754,1.0
448,33781,1.0
449,33785,1.0
450,33795,1.0
451,33941,1.0
452,33954,1.0
453,34045,1.0
454,34057,1.0
455,34069,1.0
456,34170,1.0
457,34173,1.0
458,34316,1.0
459,34317,1.0
460,34487,1.0
461,34639,1.0
462,34664,1.0
463,34685,1.0
464,34792,1.0
465,34877,1.0
466,34899,1.0
467,34900,1.0
468,34942,1.0
469,35016,1.0
470,35238,1.0
471,35344,1.0
472,35455,1.0
473,35476,1.0
474,35550,1.0
475,35561,1.0
476,35623,1.0
477,35632,1.0
478,35653,1.0
479,35668,1.0
480,35744,1.0
481,35765,1.0
482,35793,1.0
483,35976,1.0
484,36086,1.0
485,36170,1.0
486,36380,1.0
487,36383,1.0
488,36412,1.0
489,36507,1.0
490,36520,1.0
491,36592,1.0
492,36622,1.0
493,36765,1.0
494,36885,1.0
495,36908,1.0
496,36944,1.0
497,37077,1.0
498,37132,1.0
499,37169,1.0
500,37190,1.0
501,37314,1.0
502,37661,1.0
503,37664,1.0
504,37719,1.0
505,37754,1.0
506,37809,1.0
507,37851,1.0
508,37957,1.0
509,38156,1.0
510,38165,1.0
511,38301,1.0
512,38316,1.0
513,38490,1.0
514,38536,1.0
515,38587,1.0
516,38687,1.0
517,38712,1.0
518,38746,1.0
519,38901,1.0
520,38978,1.0
521,39106,1.0
522,39126,1.0
523,39145,1.0
524,39229,1.0
525,39316,1.0
526,39334,1.0
527,39369,1.0
528,39541,1.0
529,39601,1.0
530,39730,1.0
531,39793,1.0
532,39829,1.0
533,39860,1.0
534,39908,1.0
535,39941,1.0
536,40002,1.0
537,40063,1.0
538,40064,1.0
539,40074,1.0
540,40096,1.0
541,40117,1.0
542,40152,1.0
543,40246,1.0
544,40320,1.0
545,40397,1.0
546,40629,1.0
547,40693,1.0
548,40702,1.0
549,40750,1.0
550,40752,1.0
551,40983,1.0
552,41318,1.0
553,41381,1.0
554,41396,1.0
555,41412,1.0
556,41442,1.0
557,41517,1.0
558,41588,1.0
559,41655,1.0
560,41717,1.0
561,41775,1.0
562,41824,1.0
563,41844,1.0
564,42002,1.0
565,42117,1.0
566,42194,1.0
567,42261,1.0
568,42364,1.0
569,42413,1.0
570,42421,1.0
571,42473,1.0
572,42479,1.0
573,42615,1.0
574,42650,1.0
575,42690,1.0
576,42752,1.0
577,42812,1.0
578,43049,1.0
579,43076,1.0
580,43097,1.0
581,43277,1.0
582,43311,1.0
583,43543,1.0
584,43623,1.0
585,43630,1.0
586,43757,1.0
587,43876,1.0
588,43958,1.0
589,44098,1.0
590,44189,1.0
591,44221,1.0
592,44232,1.0
593,44276,1.0
594,44327,1.0
595,44381,1.0
596,44452,1.0
597,44476,1.0
598,44878,1.0
599,45213,1.0
600,45261,1.0
601,45264,1.0
602,45301,1.0
603,45385,1.0
604,45641,1.0
605,45665,1.0
606,45681,1.0
607,45725,1.0
608,45814,1.0
609,45893,1.0
610,45933,1.0
611,46036,1.0
612,46043,1.0
613,46215,1.0
614,46218,1.0
615,46403,1.0
616,46452,1.0
617,46475,1.0
618,46496,1.0
619,46597,1.0
620,46627,1.0
621,46640,1.0
622,46716,1.0
623,46840,1.0
624,46877,1.0
625,46887,1.0
626,47033,1.0
627,47045,1.0
628,47147,1.0
629,47186,1.0
630,47193,1.0
631,47228,1.0
632,47259,1.0
633,47270,1.0
634,47329,1.0
635,47586,1.0
636,47679,1.0
637,47697,1.0
638,47787,1.0
639,47789,1.0
640,48110,1.0
641,48149,1.0
642,48209,1.0
643,48335,1.0
644,48415,1.0
645,48416,1.0
646,48443,1.0
647,48452,1.0
648,48507,1.0
649,48525,1.0
650,48627,1.0
651,48640,1.0
652,48793,1.0
653,49031,1.0
654,49293,1.0
655,49374,1.0
656,49518,1.0
657,49562,1.0
658,49761,1.0
659,49768,1.0
660,49822,1.0
661,49827,1.0
662,50012,1.0
663,50124,1.0
664,50151,1.0
665,50154,1.0
666,50192,1.0
667,50251,1.0
668,50460,1.0
669,50466,1.0
670,50483,1.0
671,50573,1.0
672,50619,1.0
673,50693,1.0
674,50721,1.0
675,50912,1.0
676,51130,1.0
677,51218,1.0
678,51266,1.0
679,51268,1.0
680,51291,1.0
681,51293,1.0
682,51420,1.0
683,51474,1.0
684,51669,1.0
685,51737,1.0
686,51781,1.0
687,51808,1.0
688,51826,1.0
689,51959,1.0
690,51970,1.0
691,52098,1.0
692,52189,1.0
693,52270,1.0
694,52342,1.0
695,52433,1.0
696,52454,1.0
697,52473,1.0
698,52554,1.0
699,52642,1.0
700,52677,1.0
701,52723,1.0
702,52732,1.0
703,52833,1.0
704,52923,1.0
705,52932,1.0
706,52939,1.0
707,52975,1.0
708,53021,1.0
709,53112,1.0
710,53113,1.0
711,53158,1.0
712,53160,1.0
713,53201,1.0
714,53245,1.0
715,53257,1.0
716,53298,1.0
717,53375,1.0
718,53515,1.0
719,53610,1.0
720,53813,1.0
721,53877,1.0
722,53886,1.0
723,53897,1.0
724,53910,1.0
725,53978,1.0
726,53981,1.0
727,53993,1.0
728,54276,1.0
729,54296,1.0
730,54408,1.0
731,54497,1.0
732,54514,1.0
733,54523,1.0
734,54541,1.0
735,54551,1.0
736,54635,1.0
737,54711,1.0
738,54737,1.0
739,54756,1.0
740,54826,1.0
741,54936,1.0
742,55034,1.0
743,55155,1.0
744,55180,1.0
745,55181,1.0
746,55198,1.0
747,55205,1.0
748,55253,1.0
749,55257,1.0
750,55275,1.0
751,55388,1.0
752,55525,1.0
753,55529,1.0
754,55566,1.0
755,55571,1.0
756,55660,1.0
757,55700,1.0
758,55711,1.0
759,55753,1.0
760,55861,1.0
761,55914,1.0
762,56101,1.0
763,56109,1.0
764,56169,1.0
765,56307,1.0
766,56367,1.0
767,56490,1.0
768,56633,1.0
769,56665,1.0
770,56757,1.0
771,56785,1.0
772,56804,1.0
