,CUS_ID,Ypred
0,3,0.006966216
1,5,0.089240886
2,20,0.018169397
3,48,0.006966216
4,49,0.089240886
5,55,0.006966216
6,62,0.00443482
7,68,0.0691193
8,72,0.00443482
9,73,0.00443482
10,84,0.00443482
11,135,0.015922366
12,149,0.006966216
13,154,0.0061650025
14,155,0.0061650025
15,156,0.006966216
16,176,0.0061650025
17,206,0.018169397
18,217,0.00443482
19,255,0.00443482
20,256,0.00443482
21,280,0.03268468
22,308,0.00443482
23,323,0.00443482
24,330,0.018169397
25,370,0.0020962907
26,374,0.0027264329
27,427,0.0020962907
28,430,0.2567041
29,432,0.008087558
30,439,0.0020962907
31,446,0.0020962907
32,472,0.005089474
33,476,0.0069297394
34,528,0.0020431906
35,563,0.01612846
36,593,0.0076837596
37,619,0.016384803
38,647,0.040915173
39,703,0.014019937
40,716,0.0028126023
41,737,0.0025401975
42,815,0.05662365
43,833,0.009494046
44,875,0.012157898
45,876,0.0070794947
46,905,0.0020962907
47,965,0.0047759926
48,982,0.0020962907
49,993,0.029942084
50,996,0.0027264329
51,1007,0.007267448
52,1038,0.0035545016
53,1049,0.0020962907
54,1061,0.005089474
55,1070,0.007267448
56,1079,0.0022487286
57,1094,0.022497559
58,1126,0.009836551
59,1127,0.0056110234
60,1192,0.0020962907
61,1193,0.07478708
62,1218,0.07870109
63,1251,0.0020431906
64,1265,0.013120474
65,1280,0.0020718765
66,1283,0.00443482
67,1304,0.007743851
68,1307,0.031792928
69,1312,0.017303962
70,1322,0.038173445
71,1344,0.0020962907
72,1370,0.009388713
73,1410,0.00440126
74,1414,0.009388713
75,1415,0.024436317
76,1420,0.022382153
77,1441,0.0020962907
78,1447,0.0026946997
79,1467,0.008569209
80,1498,0.0027264329
81,1525,0.057330582
82,1545,0.004086247
83,1546,0.01291998
84,1548,0.017034734
85,1573,0.0020962907
86,1582,0.0691572
87,1593,0.0156044355
88,1606,0.002510626
89,1611,0.002018405
90,1637,0.0531528
91,1699,0.01375573
92,1710,0.010711514
93,1712,0.009388713
94,1727,0.0019950336
95,1772,0.011330851
96,1774,0.009630873
97,1790,0.009728995
98,1791,0.035524156
99,1805,0.039566886
100,1818,0.014512545
101,1820,0.011848887
102,1841,0.0080673965
103,1850,0.0027264329
104,1895,0.011503952
105,1901,0.0020962907
106,1967,0.07516409
107,1981,0.0027264329
108,2000,0.014379815
109,2019,0.0027264329
110,2023,0.007267448
111,2038,0.0020962907
112,2063,0.002414261
113,2070,0.039691553
114,2130,0.0020962907
115,2133,0.002274485
116,2137,0.018220523
117,2147,0.08282796
118,2169,0.006628008
119,2173,0.028566413
120,2182,0.0020962907
121,2187,0.1349529
122,2214,0.0147774145
123,2224,0.0025401975
124,2238,0.040079728
125,2250,0.005663575
126,2328,0.0362765
127,2363,0.0020962907
128,2377,0.0020962907
129,2387,0.009630873
130,2388,0.0020962907
131,2398,0.0020962907
132,2418,0.0112289
133,2467,0.002193068
134,2481,0.0020962907
135,2486,0.0028126023
136,2487,0.01377957
137,2519,0.028317485
138,2524,0.013120474
139,2546,0.016105767
140,2606,0.010277305
141,2637,0.0037393756
142,2648,0.015459894
143,2672,0.12680683
144,2679,0.007267448
145,2713,0.016713666
146,2724,0.0074553066
147,2731,0.06026844
148,2740,0.0025401975
149,2761,0.010445683
150,2769,0.03268468
151,2779,0.0020718765
152,2800,0.015922366
153,2814,0.0019950336
154,2816,0.00443482
155,2820,0.02194199
156,2845,0.009630873
157,2857,0.0025401975
158,2880,0.008258145
159,2902,0.054881975
160,2917,0.070220165
161,2930,0.022445573
162,2972,0.0100751575
163,2978,0.018832589
164,2981,0.012821093
165,3015,0.0025401975
166,3016,0.008636353
167,3060,0.006489346
168,3070,0.011690811
169,3083,0.020829631
170,3124,0.005300155
171,3125,0.002018405
172,3128,0.0020962907
173,3140,0.03268468
174,3147,0.016036738
175,3174,0.012998919
176,3188,0.0016045201
177,3207,0.005089474
178,3224,0.0022699493
179,3234,0.00926726
180,3241,0.0020962907
181,3265,0.0020962907
182,3289,0.0025401975
183,3293,0.010839697
184,3295,0.026240032
185,3340,0.0075494843
186,3367,0.007267448
187,3374,0.005151484
188,3377,0.03530198
189,3379,0.05908875
190,3411,0.009388713
191,3426,0.0027857001
192,3437,0.0020962907
193,3486,0.005403811
194,3510,0.005559022
195,3511,0.021118946
196,3609,0.0020962907
197,3650,0.025004353
198,3672,0.002018405
199,3673,0.009674126
200,3677,0.0019696795
201,3697,0.071724646
202,3735,0.17293274
203,3748,0.0027264329
204,3752,0.002756913
205,3761,0.047687776
206,3799,0.008730417
207,3856,0.0020962907
208,3875,0.041254416
209,3927,0.03182802
210,3929,0.29403284
211,3931,0.0062427856
212,3938,0.0023793697
213,3959,0.007267448
214,3964,0.017671982
215,3982,0.048280675
216,3989,0.0044130287
217,3996,0.0072040698
218,4032,0.0020962907
219,4074,0.009388713
220,4089,0.07591036
221,4103,0.009519544
222,4109,0.014019937
223,4128,0.032607216
224,4133,0.029507592
225,4145,0.0036467614
226,4186,0.020723736
227,4224,0.0027264329
228,4244,0.0020962907
229,4246,0.0020718765
230,4256,0.06613219
231,4272,0.007183242
232,4310,0.059241008
233,4314,0.05122257
234,4317,0.013978103
235,4323,0.0020962907
236,4325,0.0020306122
237,4328,0.0016045201
238,4329,0.011515457
239,4362,0.003180137
240,4367,0.0035319906
241,4382,0.004336677
242,4398,0.0029631471
243,4439,0.013210614
244,4466,0.011848887
