,CUS_ID,Ypred
0,3,0.04435443
1,5,0.15507336
2,20,0.030894766
3,48,0.02451454
4,49,0.1655041
5,55,0.025449049
6,62,0.020526154
7,68,0.046057172
8,72,0.023252893
9,73,0.027279217
10,84,0.020526154
11,135,0.07178917
12,149,0.02451454
13,154,0.020353982
14,155,0.020526154
15,156,0.025449049
16,176,0.022192324
17,206,0.037300397
18,217,0.020526154
19,255,0.0019305631
20,256,0.0019505472
21,280,0.012504064
22,308,0.002005928
23,323,0.0020664209
24,330,0.0037733463
25,370,0.0025461232
26,374,0.002650444
27,427,0.0012488241
28,430,0.2103303
29,432,0.006631512
30,439,0.0036939164
31,446,0.00214085
32,472,0.0037665875
33,476,0.014195777
34,528,0.0047813016
35,563,0.009122296
36,593,0.015002122
37,619,0.010193739
38,647,0.044386942
39,703,0.01988502
40,716,0.006046335
41,737,0.001374779
42,815,0.047379825
43,833,0.006504596
44,875,0.0062633017
45,876,0.027124727
46,905,0.00097066246
47,965,0.0041705533
48,982,0.001023065
49,993,0.051693436
50,996,0.0019722043
51,1007,0.0047193076
52,1038,0.001850743
53,1049,0.0012202819
54,1061,0.004715665
55,1070,0.006254487
56,1079,0.0029518509
57,1094,0.11092693
58,1126,0.015475346
59,1127,0.006624245
60,1192,0.0014295072
61,1193,0.03945289
62,1218,0.04354025
63,1251,0.001771451
64,1265,0.027929986
65,1280,0.003285919
66,1283,0.016383296
67,1304,0.007883686
68,1307,0.025576394
69,1312,0.01941751
70,1322,0.028494148
71,1344,0.0013340598
72,1370,0.009246724
73,1410,0.0041481066
74,1414,0.011609097
75,1415,0.023267023
76,1420,0.025618361
77,1441,0.0014780057
78,1447,0.0016846338
79,1467,0.018673282
80,1498,0.0021932547
81,1525,0.01772209
82,1545,0.00496027
83,1546,0.015286474
84,1548,0.010479119
85,1573,0.0011127738
86,1582,0.062531896
87,1593,0.008878334
88,1606,0.0014993451
89,1611,0.0035143693
90,1637,0.040454045
91,1699,0.0066059018
92,1710,0.007572169
93,1712,0.009035065
94,1727,0.0014169767
95,1772,0.009172959
96,1774,0.0068954667
97,1790,0.0113290455
98,1791,0.024724329
99,1805,0.044440847
100,1818,0.010749229
101,1820,0.008330526
102,1841,0.0075064343
103,1850,0.0028253696
104,1895,0.025303783
105,1901,0.001983535
106,1967,0.07168521
107,1981,0.0021932547
108,2000,0.010329488
109,2019,0.0033426208
110,2023,0.006768478
111,2038,0.00226517
112,2063,0.004324175
113,2070,0.041698482
114,2130,0.0032107108
115,2133,0.003514341
116,2137,0.01820385
117,2147,0.037182678
118,2169,0.0077372445
119,2173,0.030374363
120,2182,0.0021470308
121,2187,0.07903959
122,2214,0.012993336
123,2224,0.0016147655
124,2238,0.018411048
125,2250,0.0045444956
126,2328,0.020827869
127,2363,0.0013069267
128,2377,0.0018161053
129,2387,0.010886275
130,2388,0.00214085
131,2398,0.0014295072
132,2418,0.009159889
133,2467,0.0024518499
134,2481,0.003134325
135,2486,0.005638683
136,2487,0.015074569
137,2519,0.12262394
138,2524,0.020521788
139,2546,0.016127704
140,2606,0.007101087
141,2637,0.001615845
142,2648,0.010118622
143,2672,0.30012506
144,2679,0.009940876
145,2713,0.021851012
146,2724,0.009203972
147,2731,0.031249888
148,2740,0.0018568939
149,2761,0.013343441
150,2769,0.019674262
151,2779,0.0010706792
152,2800,0.0476584
153,2814,0.0025458182
154,2816,0.022651576
155,2820,0.018629747
156,2845,0.009524325
157,2857,0.0015163725
158,2880,0.044384558
159,2902,0.043337926
160,2917,0.082788415
161,2930,0.019875832
162,2972,0.007020476
163,2978,0.016671987
164,2981,0.005669884
165,3015,0.0015163725
166,3016,0.0075591584
167,3060,0.0036196832
168,3070,0.006207237
169,3083,0.028824132
170,3124,0.008680642
171,3125,0.0024966104
172,3128,0.001459863
173,3140,0.0072717047
174,3147,0.008575336
175,3174,0.033814494
176,3188,0.002438191
177,3207,0.005723513
178,3224,0.0037833343
179,3234,0.013029819
180,3241,0.0010283852
181,3265,0.0010706792
182,3289,0.0021073872
183,3293,0.0048092254
184,3295,0.02715124
185,3340,0.0045716176
186,3367,0.003969392
187,3374,0.0063507333
188,3377,0.028317485
189,3379,0.06641426
190,3411,0.009249271
191,3426,0.0035089247
192,3437,0.0014295072
193,3486,0.0037877562
194,3510,0.0039730696
195,3511,0.03715343
196,3609,0.0019444821
197,3650,0.033851933
198,3672,0.0014236701
199,3673,0.005262277
200,3677,0.0031048083
201,3697,0.15284799
202,3735,0.25802562
203,3748,0.0024006194
204,3752,0.0019327253
205,3761,0.037739642
206,3799,0.010877577
207,3856,0.0017424744
208,3875,0.039088096
209,3927,0.05404202
210,3929,0.53231645
211,3931,0.008206409
212,3938,0.005142901
213,3959,0.0037869862
214,3964,0.011088007
215,3982,0.04894467
216,3989,0.0053731697
217,3996,0.007885219
218,4032,0.0033701775
219,4074,0.019179685
220,4089,0.0799926
221,4103,0.01178079
222,4109,0.011229228
223,4128,0.021219928
224,4133,0.059232946
225,4145,0.001615845
226,4186,0.021401616
227,4224,0.0036005022
228,4244,0.0019786505
229,4246,0.0017671627
230,4256,0.066484734
231,4272,0.005847712
232,4310,0.0367521
233,4314,0.03227765
234,4317,0.024978997
235,4323,0.003963665
236,4325,0.005755633
237,4328,0.0030626014
238,4329,0.015849162
239,4362,0.005988976
240,4367,0.0014807126
241,4382,0.0033821322
242,4398,0.002730132
243,4439,0.010350558
244,4466,0.01356451
245,4472,0.0043579354
246,4476,0.063698515
247,4543,0.010279065
248,4571,0.0011426182
249,4602,0.06527775
250,4608,0.001193297
251,4626,0.003850351
252,4630,0.0036746524
253,4657,0.015499666
254,4682,0.0036367488
255,4696,0.013595585
256,4704,0.0022377041
257,4708,0.05243847
258,4737,0.013753486
259,4777,0.030480584
260,4836,0.050913867
261,4874,0.017017115
262,4901,0.006863222
263,4905,0.0019771145
264,4912,0.0013340598
265,4916,0.011064989
266,4952,0.0018544508
267,4968,0.011083134
268,4973,0.016740778
269,4997,0.010554328
270,5020,0.16846794
271,5037,0.0029193829
272,5083,0.004104221
273,5093,0.050754737
274,5099,0.035258345
275,5108,0.028377403
276,5127,0.046895552
277,5131,0.0120916115
278,5156,0.0015883794
279,5181,0.05476005
280,5185,0.003614213
281,5211,0.01627543
282,5269,0.089503944
283,5272,0.0035327391
284,5291,0.0011944944
285,5298,0.004133393
286,5356,0.0068669636
287,5378,0.03057836
288,5403,0.0010706792
289,5438,0.004120834
290,5463,0.008165685
291,5479,0.008206157
292,5486,0.013757161
293,5493,0.0049103564
294,5494,0.0017809998
295,5499,0.0013221111
296,5508,0.013676697
297,5514,0.017882975
298,5522,0.009508109
299,5534,0.007291296
300,5545,0.1337678
301,5555,0.018629337
302,5556,0.055146307
303,5598,0.005934334
304,5655,0.0017939686
305,5661,0.0011995016
306,5669,0.010536829
307,5680,0.0023006343
308,5681,0.0058039823
309,5696,0.012933707
310,5697,0.12182086
311,5702,0.002054457
312,5710,0.0020078486
313,5717,0.013885112
314,5726,0.01580413
315,5796,0.0033137547
316,5799,0.005784413
317,5812,0.0029873375
318,5831,0.008043221
319,5839,0.0012702238
320,5861,0.01776579
321,5868,0.032110095
322,5870,0.005810363
323,5880,0.0632192
324,5936,0.010716912
325,5948,0.0013340598
326,5955,0.00889576
327,5986,0.0026034145
328,6002,0.0023267062
329,6015,0.0013949656
330,6037,0.024276238
331,6040,0.010414425
332,6072,0.004702381
333,6107,0.00214085
334,6114,0.025392761
335,6122,0.033193648
336,6127,0.009636301
337,6131,0.0033776762
338,6141,0.024773806
339,6150,0.009811355
340,6225,0.0034631668
341,6230,0.0019005582
342,6231,0.0020922062
343,6235,0.009281241
344,6251,0.021782706
345,6253,0.004905243
346,6255,0.011441102
347,6277,0.0062024943
348,6321,0.0076178787
349,6337,0.11975729
350,6353,0.010965384
351,6355,0.029571518
352,6369,0.0031813993
353,6375,0.0057899416
354,6378,0.010672203
355,6382,0.0055154874
356,6388,0.00578706
357,6406,0.003347584
358,6413,0.0109241195
359,6459,0.0023873071
360,6470,0.0066798185
361,6499,0.008728733
362,6507,0.0022951325
363,6508,0.022910485
364,6513,0.03515945
365,6516,0.012539512
366,6565,0.011114684
367,6569,0.001459863
368,6582,0.008808706
369,6586,0.0018810926
370,6587,0.057585437
371,6598,0.0013659572
372,6624,0.003973896
373,6635,0.010536829
374,6655,0.005501019
375,6670,0.0012747475
376,6704,0.0070657153
377,6729,0.004425276
378,6732,0.04090203
379,6758,0.0020078486
380,6766,0.0028519048
381,6789,0.015059488
382,6820,0.009124275
383,6840,0.011972729
384,6859,0.0033435808
385,6866,0.0068806517
386,6887,0.027790263
387,6895,0.0063674916
388,6911,0.09586486
389,6927,0.008312759
390,6935,0.027736967
391,6938,0.0033921215
392,6941,0.012331448
393,6942,0.0013340598
394,7018,0.0016513136
395,7049,0.002626134
396,7098,0.01373772
397,7106,0.018335473
398,7142,0.0029266498
399,7143,0.0579429
400,7152,0.039250795
401,7164,0.034669135
402,7165,0.0010283852
403,7167,0.0023050562
404,7193,0.006347256
405,7216,0.008526007
406,7231,0.0027087592
407,7238,0.009570368
408,7239,0.0062810355
409,7273,0.003134325
410,7281,0.0030060846
411,7285,0.0012125624
412,7310,0.045217186
413,7314,0.0029416836
414,7316,0.00987192
415,7327,0.0031768042
416,7337,0.0027231548
417,7356,0.0021724799
418,7404,0.012253389
419,7465,0.026762327
420,7474,0.0040842313
421,7494,0.0015344219
422,7545,0.0076761656
423,7560,0.016975544
424,7577,0.00466344
425,7605,0.0010706792
426,7615,0.05251037
427,7634,0.0034635665
428,7646,0.0031564946
429,7653,0.0014662448
430,7683,0.0015467604
431,7686,0.021996312
432,7688,0.11518765
433,7693,0.0042160684
434,7713,0.010881317
435,7785,0.010006209
436,7792,0.05900077
437,7806,0.004228553
438,7812,0.0155798
439,7818,0.0013340598
440,7827,0.011259749
441,7832,0.034283906
442,7833,0.06255782
443,7850,0.0054110433
444,7879,0.0041739787
445,7882,0.0046105874
446,7939,0.018245349
447,7954,0.0074856733
448,7993,0.038059097
449,8015,0.003429312
450,8031,0.0043866476
451,8051,0.003285919
452,8083,0.015320469
453,8091,0.04686684
454,8100,0.0008946054
455,8122,0.0020132842
456,8128,0.010980338
457,8138,0.00166761
458,8142,0.0027990697
459,8151,0.009646786
460,8173,0.012224457
461,8190,0.004547001
462,8210,0.012889506
463,8217,0.0091638705
464,8230,0.0021040377
465,8260,0.010551311
466,8262,0.0023647386
467,8276,0.0021597934
468,8277,0.0084098475
469,8278,0.0061880415
470,8284,0.04609515
471,8291,0.009961815
472,8302,0.0011426182
473,8326,0.008678156
474,8333,0.0019640892
475,8337,0.0037568056
476,8361,0.0018568939
477,8364,0.012855618
478,8367,0.011176292
479,8370,0.029905682
480,8397,0.0017549744
481,8402,0.010922863
482,8417,0.002194355
483,8427,0.018520847
484,8439,0.011814974
485,8456,0.0037533857
486,8488,0.008976466
487,8531,0.010108502
488,8557,0.007443812
489,8561,0.018128434
490,8564,0.011341096
491,8577,0.005767228
492,8582,0.001370347
493,8610,0.0020685813
494,8629,0.003194174
495,8655,0.07411455
496,8693,0.010600023
497,8722,0.0026342547
498,8723,0.0017671627
499,8772,0.21696927
500,8779,0.013751534
501,8781,0.009860489
502,8789,0.0146752065
503,8815,0.0020940874
504,8823,0.013115443
505,8829,0.00283262
506,8832,0.016040409
507,8845,0.0027698313
508,8849,0.0017286958
509,8871,0.0099559985
510,8872,0.011170802
511,8886,0.003576025
512,8887,0.007709697
513,8905,0.22808905
514,8909,0.0105708875
515,8912,0.0046972553
516,8927,0.047460373
